,school,school_norm,school_standard,specialization,specialization_norm,specialization_standard
3955,Đại học Thương mại,dai hoc thuong mai,dai hoc thuong mai,Thương mại điện tử,thuong mai dien tu,thuong mai dien tu
3956,Cao Đẳng Nghề Cơ Điện & CNTP Hà Nội,cao dang nghe co dien cn ha noi,cao dang nghe co dien cn ha noi,Nghành Công Nghệ Thông Tin,nghanh cong nghe thong tin,cong nghe thong tin
3957,đại học kinh tế luật,dai hoc kinh te luat,dai hoc kinh te luat,kinh tế học,kinh te hoc,kinh te
3958,trường cao đẳng công nghiệp hà nội,cao dang cong nghiep ha noi,cao dang cong nghiep ha noi,chuyên ngành kế toán tài chính,chuyen nganh ke toan tai chinh,chuyen nganh
3959,Đại Học Nông Lâm TP. HCM,dai hoc nong lam hcm,dai hoc nong lam hcm,Công Nghệ Sinh Học,cong nghe sinh hoc,cong nghe sinh hoc
3960,ĐH Công Nghệ Hutech,dai hoc cong nghe hutech,dai hoc cong nghe hutech,Quản trị kinh doanh- Tài chính ngân hàng,quan tri kinh doanh tai chinh ngan hang,tai chinh ngan hang
3961,Đại học Kinh Tế - Tài Chính TP. HCM,dai hoc kinh te tai chinh hcm,dai hoc kinh te tai chinh hcm,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
3962,Aptech Computer Education,aptech computer education,aptech computer education,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
3963,Cao đẳng du lịch Hà Nội,cao dang du lich ha noi,cao dang du lich ha noi,Kế toán thương mại và du lịch,ke toan thuong mai du lich,CannotFound
3964,Đại học Hùng Vương,dai hoc hung vuong,dai hoc hung vuong,Ngôn ngữ Anh,ngon ngu anh,ngon ngu anh
3965,Trường Đại học Hoa Sen,dai hoc hoa sen,dai hoc hoa sen,Ngôn ngữ Anh,ngon ngu anh,ngon ngu anh
3966,trường cao đẳng kinh tế đối ngoại,cao dang kinh te doi ngoai,cao dang kinh te doi ngoai,quản trị doanh nghiệp thương mại,quan tri doanh nghiep thuong mai,CannotFound
3967,HBU,hbu,hbu,Dược,duoc,hoa duoc
3968,dai hoc thuy loi,dai hoc thuy loi,dai hoc thuy loi,ki thuat tai nguyen nuoc,ki thuat tai nguyen nuoc,ky thuat tai nguyen nuoc
3969,Đại Học Tài Nguyên và Môi Trường Tphcm,dai hoc tai nguyen moi truong hcm,dai hoc tai nguyen moi truong hcm,chuyên ngành Quản Trị Kinh Doanh Tổng Hợp,chuyen nganh quan tri kinh doanh tong hop,quan tri kinh doanh
3970,trung cap miền đông,trung cap mien dong,trung cap mien dong,CNTT,cong nghe thong tin,cong nghe thong tin
3971,trung cấp T34,trung cap t34,trung cap t34,"ô tô, máy bơm chữa cháy",o to may bom chua chay,CannotFound
3972,THPT telơman,trung hoc pho thong teloman,trung hoc pho thong teloman,thpt,trung hoc pho thong,CannotFound
3973,hoc vien hang khong Viet Nam,hoc vien hang khong viet nam,hoc vien hang khong viet nam,quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
3974,Đại học kinh tế Đà Nẵng,dai hoc kinh te da nang,dai hoc kinh te da nang,QTKD,qtkd,CannotFound
3975,cao đẳng Tài Chính Hải Quan,cao dang tai chinh hai quan,cao dang tai chinh hai quan,Kế toán,ke toan,ke toan
3976,Trường cao đẳng kinh tế Tp. Hồ Chí Minh,cao dang kinh te hcm,cao dang kinh te hcm,Kế toán Doanh nghiệp,ke toan doanh nghiep,CannotFound
3977,đại học khoa học huế,dai hoc khoa hoc hue,dai hoc khoa hoc hue,công nghệ sinh học,cong nghe sinh hoc,cong nghe sinh hoc
3978,Kinh Doanh và Công Nghệ Hà Nội,kinh doanh cong nghe ha noi,kinh doanh cong nghe ha noi,Tài Chính Ngân Hàng,tai chinh ngan hang,tai chinh ngan hang
3979,Trường Đại học Y dược TP.HCM,dai hoc y duoc hcm,dai hoc y duoc hcm,Y học cổ truyền,y hoc co truyen,y hoc co truyen
3980,học tại trường Đại học Điều Dưỡng Nam Định,hoc tai truong dai hoc dieu duong nam dinh,hoc tai truong dai hoc dieu duong nam dinh,cử nhân điều dưỡng,cu nhan dieu duong,dieu duong
3981,đại học sao đo,dai hoc sao do,dai hoc sao do,trung cấp nghề điện,trung cap nghe dien,CannotFound
3982,Hoa Sen University,hoa sen university,hoa sen university,Business English,business english,CannotFound
3983,Cao Đẳng Công Nghiệp Việt Đức,cao dang cong nghiep viet duc,cao dang cong nghiep viet duc,Công Nghệ Thông Tin,cong nghe thong tin,cong nghe thong tin
3984,đại học mở tphcm,dai hoc mo hcm,dai hoc mo hcm,tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
3985,Truong THPT Tan Lap_ Đan Phượng_ Ha Noi,trung hoc pho thong tan lap dan phuong ha noi,trung hoc pho thong tan lap dan phuong ha noi,Cao Đẳng GTVT TWll Ba Vi_Ha Noi,cao dang giao thong van tai twll ba vi ha noi,CannotFound
3986,Đại Học Đại Nam,dai hoc dai nam,dai hoc dai nam,Dược Học,duoc hoc,duoc hoc
3987,Trường Đại Học Kinh Tế Nghệ An,dai hoc kinh te nghe an,dai hoc kinh te nghe an,kế toán doanh nghiệp,ke toan doanh nghiep,CannotFound
3988,Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Cơ khí động lực,co khi dong luc,ky thuat co khi dong luc
3989,Cao đẳng y tế Hà Đông,cao dang y te ha dong,cao dang y te ha dong,Dược sĩ,duoc si,CannotFound
3990,Cao đẳng Công nghiệp thực phẩm,cao dang cong nghiep thuc pham,cao dang cong nghiep thuc pham,kế toán doanh nghiệp,ke toan doanh nghiep,CannotFound
3991,thpt,trung hoc pho thong,trung hoc pho thong,thpt,trung hoc pho thong,CannotFound
3992,Học viện Nông nghiệp Việt nam,hoc vien nong nghiep viet nam,hoc vien nong nghiep viet nam,Chăn nuôi,chan nuoi,chan nuoi
3993,TRUNG HỌC PHỔ THÔNG DIÊN HỒNG,trung hoc pho thong dien hong,trung hoc pho thong dien hong,khong có,khong co,CannotFound
3994,đại học Lạc Hồng,dai hoc lac hong,dai hoc lac hong,Công  nghệ  thực  phẩm,cong nghe thuc pham,cong nghe thuc pham
3995,cao đăng kinh tế công nghiệp hà nội,cao dang kinh te cong nghiep ha noi,cao dang kinh te cong nghiep ha noi,quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
3996,Đại học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Tài chính - Ngân hàng,tai chinh ngan hang,tai chinh ngan hang
3997,Đại học Công Nghệ TPHCM,dai hoc cong nghe hcm,dai hoc cong nghe hcm,Tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
3998,cao đẳng nghề kỹ thuật công nghệ tphcm,cao dang nghe ky thuat cong nghe hcm,cao dang nghe ky thuat cong nghe hcm,điện tử công nghiệp,dien tu cong nghiep,CannotFound
3999,Trường đại học Tài chính - Kế toán,dai hoc tai chinh ke toan,dai hoc tai chinh ke toan,Kế toán doanh nghiệp,ke toan doanh nghiep,CannotFound
4000,CĐ kinh tế công nghệ tphcm,cao dang kinh te cong nghe hcm,cao dang kinh te cong nghe hcm,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4001,Học viện tài chính ,hoc vien tai chinh,hoc vien tai chinh,Kế toán,ke toan,ke toan
4002,Cao Đẳng ASEAN,cao dang asean,cao dang asean,Dược Sỹ,duoc sy,CannotFound
4003,Đại học Kinh Tế Quốc Dân,dai hoc kinh te quoc dan,dai hoc kinh te quoc dan,"Kinh tế và Quản lý Tài Nguyên, Môi Trường",kinh te quan ly tai nguyen moi truong,quan ly tai nguyen moi truong
4004,DH Kinh te HCM,dai hoc kinh te hcm,dai hoc kinh te hcm,Audit,audit,kiem toan
4005,Đại học Thủ Dầu Một,dai hoc thu dau mot,dai hoc thu dau mot,quản lý tài nguyên và môi trường,quan ly tai nguyen moi truong,quan ly tai nguyen moi truong
4006,CPA Australia,cpa australia,cpa australia,"Finance, Accouting, Management",finance accouting management,CannotFound
4007,Đại Học Tài Chính-Marketing,dai hoc tai chinh marketing,dai hoc tai chinh marketing,Tài Chính,tai chinh,cong nghe tai chinh
4008,Học Viện Ngân Hàng,hoc vien ngan hang,hoc vien ngan hang,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
4009,đại học quốc tế hồng bàng,dai hoc quoc te hong bang,dai hoc quoc te hong bang,tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
4010,Đại học Luật TPHCM,dai hoc luat hcm,dai hoc luat hcm,Luật Quốc tế,luat quoc te,luat quoc te
4011,đại học tài chính Marketing,dai hoc tai chinh marketing,dai hoc tai chinh marketing,kế toán,ke toan,ke toan
4012,dhsp hà nội,dai hoc su pham ha noi,dai hoc su pham ha noi,Cu nhan,cu nhan,CannotFound
4013,Tài chính Marketing,tai chinh marketing,tai chinh marketing,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4014,đại học công nghệ giao thông vận tải,dai hoc cong nghe giao thong van tai,dai hoc cong nghe giao thong van tai,kinh tế vận tải sắt,kinh te van tai sat,kinh te van tai
4015,truong trung hoc pho thong nguyen hue,trung hoc pho thong nguyen hue,trung hoc pho thong nguyen hue,du lich khach san,du lich khach san,quan tri du lich khach san
4016,đại học bách khoa hà nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,điện tử viễn thông,dien tu vien thong,ky thuat dien tu vien thong
4017,Thpt duy tân,trung hoc pho thong duy tan,trung hoc pho thong duy tan,chua có nghành nào,chua co nghanh nao,CannotFound
4018,koto,koto,koto,F&B,f b,CannotFound
4019,Seoul National University,seoul national university,seoul national university,Global Sport Management,global sport management,CannotFound
4020,trung hoc co so bau lam,trung hoc co so bau lam,trung hoc co so bau lam,chua co,chua co,CannotFound
4021,truong pho thong vung liem,pho thong vung liem,pho thong vung liem,toan,toan,toan co
4022,trường cao đẳng thương mai du lich ha nôi,cao dang thuong mai du lich ha noi,cao dang thuong mai du lich ha noi,chế biến ăn uống,che bien an uong,CannotFound
4023,Đại Học Kinh Tế Luật,dai hoc kinh te luat,dai hoc kinh te luat,Kế toán - Kiểm toán,ke toan kiem toan,kiem toan
4024,Trường Đại Học Công Nghiệp Hà Nội,dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,Cơ khí chế tạo máy,co khi che tao may,CannotFound
4025,Đại học Ngân hàng TPHCM,dai hoc ngan hang hcm,dai hoc ngan hang hcm,E-Commerce,e commerce,thuong mai dien tu
4026,Đại học Ngân hàng TPHCM,dai hoc ngan hang hcm,dai hoc ngan hang hcm,Marketing,marketing,marketing
4027,đại học mỏ địa chất,dai hoc mo dia chat,dai hoc mo dia chat,trắc địa công trình,trac dia cong trinh,CannotFound
4028,Học Viện Ngoại giao,hoc vien ngoai giao,hoc vien ngoai giao,quan hệ quốc tế tiếng Trung,quan he quoc te tieng trung,quan he quoc te
4029,Đại học Hoa Sen,dai hoc hoa sen,dai hoc hoa sen,Marketing,marketing,marketing
4030,Đại học Công Nghệ Tp.HCM,dai hoc cong nghe hcm,dai hoc cong nghe hcm,Tài chính doanh nghiệp,tai chinh doanh nghiep,CannotFound
4031,ĐH Nguyễn Tất Thành,dai hoc nguyen tat thanh,dai hoc nguyen tat thanh,Thư Ký Văn Phòng,thu ky van phong,CannotFound
4032,hoa sen,hoa sen,hoa sen,quản trị khách sạn,quan tri khach san,quan tri khach san
4033,Đại Học Công Nghiệp Hà Nội,dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,Kế toán,ke toan,ke toan
4034,thương mại,thuong mai,thuong mai,thương mại quốc tế,thuong mai quoc te,CannotFound
4035,le hoai don,le hoai don,le hoai don,thtp,th,CannotFound
4036,trường trung học cơ sở phú thành a,trung hoc co so phu thanh a,trung hoc co so phu thanh a,học tập,hoc tap,CannotFound
4037,trường đại học điện lực,dai hoc dien luc,dai hoc dien luc,hệ thống điện,he thong dien,CannotFound
4038,đại học thủ dầu một,dai hoc thu dau mot,dai hoc thu dau mot,trung cấp su phạm tiểu học,trung cap su pham tieu hoc,CannotFound
4039,đại học điện lực,dai hoc dien luc,dai hoc dien luc,cơ điện tử,co dien tu,ky thuat co dien tu
4040,Đại học Tài nguyên và môi trường TPHCM,dai hoc tai nguyen moi truong hcm,dai hoc tai nguyen moi truong hcm,QTKD,qtkd,CannotFound
4041,Huỳnh Văn Nghệ,huynh van nghe,huynh van nghe,Bán rong,ban rong,CannotFound
4042,Đại học Công nghệ TP.HCM,dai hoc cong nghe hcm,dai hoc cong nghe hcm,Xây dựng,xay dung,quan ly xay dung
4043,cao đẳng kỹ thuật việt đức nghệ an,cao dang ky thuat viet duc nghe an,cao dang ky thuat viet duc nghe an,điện công nghiệp,dien cong nghiep,CannotFound
4044,Học viện nông nghiệp Việt Nam,hoc vien nong nghiep viet nam,hoc vien nong nghiep viet nam,thú y,thu y,thu y
4045,Trường TTGDTX quận 4,trung tam giao duc thuong xuyen quan 4,trung tam giao duc thuong xuyen quan 4,Trung học phổ thông,trung hoc pho thong,CannotFound
4046,trường TC KT và NV Nam Sài Gòn,tc kt nhan van nam sai gon,tc kt nhan van nam sai gon,công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
4047,Đại học Công Nghiệp TpHCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Tài chính - Ngân hàng,tai chinh ngan hang,tai chinh ngan hang
4048,trường đại học luật,dai hoc luat,dai hoc luat,luật hành chính,luat hanh chinh,luat hien phap luat hanh chinh
4049,Đại học CNTT Gia Định,dai hoc cong nghe thong tin gia dinh,dai hoc cong nghe thong tin gia dinh,Kế toán,ke toan,ke toan
4050,ĐH Võ Trường Toản,dai hoc vo truong toan,dai hoc vo truong toan,kinh tế đối ngoại,kinh te doi ngoai,kinh te
4051,đại học công nghiệp việt trì,dai hoc cong nghiep viet tri,dai hoc cong nghiep viet tri,tự động hoá,tu dong hoa,CannotFound
4052,trường trung cấp du lịch và khách sạn sài gòn tourist,trung cap du lich khach san sai gon tourist,trung cap du lich khach san sai gon tourist,quảng trị nhà hàng ,quang tri nha hang,CannotFound
4053,Trường Cao Đẳng Điện Lực Tp. HCM,cao dang dien luc hcm,cao dang dien luc hcm,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
4054,trung học cơ sở,trung hoc co so,trung hoc co so,không có,khong co,CannotFound
4055,Đại Học Công Nghiệp Hà Nội,dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,Kiểm Toán,kiem toan,kiem toan
4056,Trung Tâm GDTX NGỌC LẶC,trung tam gia duc thuong xuyen ngoc lac,trung tam gia duc thuong xuyen ngoc lac,THPT,trung hoc pho thong,CannotFound
4057,trường đại học đièu dưỡng nam định,dai hoc dieu duong nam dinh,dai hoc dieu duong nam dinh,điều dưỡng đa khoa,dieu duong da khoa,dieu duong
4058,Đại học Khoa Học ,dai hoc khoa hoc,dai hoc khoa hoc,Cử Nhân Sinh Học,cu nhan sinh hoc,CannotFound
4059,hue,hue,hue,hue,hue,CannotFound
4060,cao đẳng kỹ thuật Lý Tự Trọng,cao dang ky thuat ly tu trong,cao dang ky thuat ly tu trong,điện-điện tử,dien dien tu,CannotFound
4061,Trường Trung Học Cơ Sơ Nguyễn Hồng Đào,trung hoc co so nguyen hong dao,trung hoc co so nguyen hong dao,Thể Dục,the duc,quan ly the duc the thao
4062,cao đẳng du lịch,cao dang du lich,cao dang du lich,quản trị nhà hàng,quan tri nha hang,CannotFound
4063,cao đẳng du lịch,cao dang du lich,cao dang du lich,quản trị nhà hàng,quan tri nha hang,CannotFound
4064,Trường Đại Học Kinh Tế Tp.HCM,dai hoc kinh te hcm,dai hoc kinh te hcm,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
4065,Cao đẳng bách khoa Đà Nẵng,cao dang bach khoa da nang,cao dang bach khoa da nang,Marketing,marketing,marketing
4066,cao đẳng nghề du lịch sài gòn,cao dang nghe du lich sai gon,cao dang nghe du lich sai gon,quản trị nhà hàng- khách sạn,quan tri nha hang khach san,quan tri khach san
4067,Đại Học Sài Gòn,dai hoc sai gon,dai hoc sai gon,Kế Toán,ke toan,ke toan
4068,cao dang giao thong van tai tphcm,cao dang giao thong van tai hcm,cao dang giao thong van tai hcm,quan tri kinh doanh,quan tri kinh doanh,quan tri kinh doanh
4069,Học viện Phụ nữ Việt Nam,hoc vien phu nu viet nam,hoc vien phu nu viet nam,Công tác xã hội,cong tac xa hoi,cong tac xa hoi
4070,Đại học Nội vụ Hà Nội,dai hoc noi vu ha noi,dai hoc noi vu ha noi,Quản trị Văn phòng,quan tri van phong,quan tri van phong
4071,đại học công nghiệp thực phẩm tp hcm,dai hoc cong nghiep thuc pham hcm,dai hoc cong nghiep thuc pham hcm,công nghệ thực phẩm,cong nghe thuc pham,cong nghe thuc pham
4072,Đại Học Giao thông Vận tải,dai hoc giao thong van tai,dai hoc giao thong van tai,Cơ điện tử,co dien tu,ky thuat co dien tu
4073,Đại học Quốc tế Sài Gòn,dai hoc quoc te sai gon,dai hoc quoc te sai gon,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
4074,trường đh công nghiệp tp.hcm,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,công nghệ chế tạo máy,cong nghe che tao may,cong nghe che tao may
4075,sofitel plaza hanoi,sofitel plaza hanoi,sofitel plaza hanoi,service industry,service industry,CannotFound
4076,DHSP TN,dai hoc su pham tn,dai hoc su pham tn,Quốc Phòng,quoc phong,giao duc quoc phong an ninh
4077,đại học lâm nghiệp việt nam,dai hoc lam nghiep viet nam,dai hoc lam nghiep viet nam,kiến trúc cảnh quan,kien truc canh quan,kien truc canh quan
4078,đại học sài gòn,dai hoc sai gon,dai hoc sai gon,điện tử - truyền thông,dien tu truyen thong,bieu dien nhac cu truyen thong
4079,ĐHDL VĂN LANG,dai hoc dl van lang,dai hoc dl van lang,QUẢN LÝ NHÀ CAO TẦNG,quan ly nha cao tang,CannotFound
4080,cao đẳng nghề hàng hải tphcm,cao dang nghe hang hai hcm,cao dang nghe hang hai hcm,sửa chữa máy tàu thủy,sua chua may tau thuy,CannotFound
4081,thcs phú lâm,trung hoc co so phu lam,trung hoc co so phu lam,thpt tháng 10,trung hoc pho thong thang 10,CannotFound
4082,Đại Học Dân Lập Văn Lang,dai hoc dan lap van lang,dai hoc dan lap van lang,Thương Mại Quốc Tế,thuong mai quoc te,CannotFound
4083,Đại học Công Nghiệp Thành Phố Hồ Chí Minh,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Công nghệ kỹ thuật điện,cong nghe ky thuat dien,cong nghe ky thuat co dien tu
4084,Đại Học Tài Nguyên Và Môi Trường TP.Hồ Chí Minh,dai hoc tai nguyen moi truong hcm,dai hoc tai nguyen moi truong hcm,Công Nghệ Kỹ Thuật Môi Trường,cong nghe ky thuat moi truong,cong nghe ky thuat moi truong
4085,Đại học kinh tế - Luật (ĐHQG-Tp.HCM),dai hoc kinh te luat,dai hoc kinh te luat,Luật Dân sự,luat dan su,luat dan su to tung dan su
4086,Đại học xây dựng Hà nội,dai hoc xay dung ha noi,dai hoc xay dung ha noi,xây dựng cầu đường,xay dung cau duong,CannotFound
